animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A712603,GENNY,DOG,WHITE,BROWN,Spayed,2019-12-30,2023-12-30,NORMAL,STRAY,OTC,,2024-01-05,"1900 BLOCK HARBOR AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7918583,-118.2101233,Alive on Intake,FALSE,1,"{'lon': -118.2101233, 'lat': 33.7918583}"
A736804,*AMY,CAT,GRAY TABBY,,Spayed,2024-11-15,2025-02-15,NORMAL,OWNER SURRENDER,OTC,MOVE,2025-02-20,"1900 BLOCK HENDERSON AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.79184670000001,-118.1973973,Alive on Intake,FALSE,1,"{'lon': -118.1973973, 'lat': 33.79184670000001}"
A736803,*AVERY,CAT,GRAY TABBY,,Neutered,2024-11-15,2025-02-15,NORMAL,OWNER SURRENDER,OTC,MOVE,2025-02-19,"1900 BLOCK HENDERSON AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.79184670000001,-118.1973973,Alive on Intake,FALSE,1,"{'lon': -118.1973973, 'lat': 33.79184670000001}"
A730000,*JOHANNES,DOG,BLACK,TAN,Neutered,2023-10-11,2024-10-11,NORMAL,WELFARE SEIZED,,,2024-10-25,"1900 BLOCK LBB, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"{'lon': -118.1937395, 'lat': 33.7700504}"
A671016,STELLA,DOG,BLACK,WHITE,Female,2019-02-25,2022-02-25,NORMAL,STRAY,FIELD,,2022-03-02,"1900 BLOCK OF TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7919712,-118.1586484,Alive on Intake,FALSE,1,"{'lon': -118.1586484, 'lat': 33.7919712}"
A705744,*CHAUNCY,DOG,BRN MERLE,BROWN,Male,2022-03-02,2023-08-30,NORMAL,STRAY,OTC,,2023-09-03,"1900 BLOCK PINE AVE, LONG BEACH CA",LONG BEACH,RESCUE,,33.7918307,-118.1920571,Alive on Intake,FALSE,1,"{'lon': -118.1920571, 'lat': 33.7918307}"
A726588,NINJA,DOG,BLACK,WHITE,Male,2022-04-11,2024-08-11,NORMAL,STRAY,OTC,,2024-08-14,"1900 BLOCK VUELTA GRANDE AVE, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,WALKIN,33.7907964,-118.1025611,Alive on Intake,FALSE,1,"{'lon': -118.1025611, 'lat': 33.7907964}"
A656699,,CAT,LILAC PT,,Female,2021-04-01,2021-04-25,NORMAL,STRAY,OTC,,2021-05-02,"1900 CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"{'lon': -118.1948868, 'lat': 33.7918539}"
A630505,*TICKLES,RABBIT,WHITE,BLACK,Spayed,2016-07-24,2019-07-24,NORMAL,STRAY,OTC,,2019-09-13,"1900 CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"{'lon': -118.1948868, 'lat': 33.7918539}"
A627241,*JEREMY,CAT,SEAL PT,,Male,2017-05-29,2019-05-29,FRACTIOUS,STRAY,OTC,,2019-06-02,"1900 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7918406,-118.1960749,Alive on Intake,FALSE,1,"{'lon': -118.1960749, 'lat': 33.7918406}"
A587390,,CAT,SEAL PT,,Male,2017-03-01,2017-03-22,UNDER AGE/WEIGHT,STRAY,OTC,,2017-03-22,"1900 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATCOVE,33.7918406,-118.1960749,Alive on Intake,FALSE,1,"{'lon': -118.1960749, 'lat': 33.7918406}"
A596388,,CAT,GRAY TABBY,,Male,2017-08-11,2017-09-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-10-05,"1900 DAWSON AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,FNDANIFOUN,33.7916878,-118.1654891,Alive on Intake,FALSE,1,"{'lon': -118.1654891, 'lat': 33.7916878}"
A596386,,CAT,GRAY,WHITE,Male,2017-08-11,2017-09-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-10-05,"1900 DAWSON AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,FNDANIFOUN,33.7916878,-118.1654891,Alive on Intake,FALSE,1,"{'lon': -118.1654891, 'lat': 33.7916878}"
A457108,BRUNO,DOG,TAN,BLACK,Neutered,2008-11-12,2019-11-13,NORMAL,STRAY,OTC,,2019-11-14,"1900 E 45TH ST, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.8385602,-118.1676458,Alive on Intake,FALSE,1,"{'lon': -118.1676458, 'lat': 33.8385602}"
A642344,,OTHER,BLACK,WHITE,Female,2020-03-25,2020-05-02,ILL MILD,STRAY,OTC,,2020-05-02,"1900 E BLK PACIFIC COAST HWY, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.6571503,-118.0014328,Alive on Intake,FALSE,1,"{'lon': -118.0014328, 'lat': 33.6571503}"
A588810,,CAT,CALICO TAB,,Female,2017-03-14,2017-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-21,"1900 E POINSETTIA ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,33.8699302,-118.1696368,Alive on Intake,FALSE,1,"{'lon': -118.1696368, 'lat': 33.8699302}"
A726449,,BIRD,BROWN,,Unknown,,2024-08-08,INJURED  MODERATE,WILDLIFE,FIELD,,2024-08-08,"1900 FANWOOD AVE, LONG BEACH 90815",LONG BEACH,TRANSPORT,OTHER RESC,33.7911909,-118.1159506,Alive on Intake,FALSE,1,"{'lon': -118.1159506, 'lat': 33.7911909}"
A648713,,BIRD,BROWN,,Unknown,,2020-09-11,INJURED  MODERATE,WILDLIFE,FIELD,,2020-09-11,"1900 LAVE AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7908442,-118.1202458,Alive on Intake,FALSE,1,"{'lon': -118.1202458, 'lat': 33.7908442}"
A634388,,CAT,BLACK,,Female,2019-08-23,2019-09-29,NORMAL,STRAY,OTC,,2019-10-05,"1900 MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,33.7914622,-118.1803622,Alive on Intake,FALSE,1,"{'lon': -118.1803622, 'lat': 33.7914622}"
A592762,,CAT,ORG TABBY,,Male,2017-05-14,2017-07-01,ILL MODERATETE,STRAY,FIELD,,2017-07-01,"1900 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7916675,-118.1828537,Alive on Intake,TRUE,0,"{'lon': -118.1828537, 'lat': 33.7916675}"
A488326,KAYLA,DOG,BLACK,TAN,Female,2011-03-01,2017-06-19,NORMAL,STRAY,FIELD,,2017-07-05,"1900 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7916675,-118.1828537,Alive on Intake,FALSE,1,"{'lon': -118.1828537, 'lat': 33.7916675}"
A613668,*ELFO,CAT,BLACK,WHITE,Male,2018-05-26,2018-08-26,NORMAL,STRAY,OTC,,2018-09-07,"1900 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,33.7916675,-118.1828537,Alive on Intake,FALSE,1,"{'lon': -118.1828537, 'lat': 33.7916675}"
A672645,PHOEBE,CAT,BLACK,WHITE,Spayed,2022-04-02,2022-04-03,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-07-10,"1900 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.7916675,-118.1828537,Alive on Intake,FALSE,1,"{'lon': -118.1828537, 'lat': 33.7916675}"
A725605,,WILD,GRAY,,Unknown,,2024-07-26,ILL SEVERE,WILDLIFE,FIELD,,2024-07-26,1900 PALO VERDE,LONG BEACH,DIED,ENROUTE,33.7908065,-118.1079666,Alive on Intake,TRUE,0,"{'lon': -118.1079666, 'lat': 33.7908065}"
A611390,,CAT,SEAL PT,CREAM,Female,2017-07-20,2018-07-20,NORMAL,STRAY,OTC,,2018-08-02,"1900 SAINT LOUIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,ILL MODERA,33.7916894,-118.1665616,Alive on Intake,TRUE,0,"{'lon': -118.1665616, 'lat': 33.7916894}"
A594080,,CAT,BLACK,,Female,2017-06-25,2017-07-23,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-23,"1900 SAINT LOUIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,UNDRAGE/WT,33.7916894,-118.1665616,Alive on Intake,TRUE,0,"{'lon': -118.1665616, 'lat': 33.7916894}"
A594078,,CAT,BLACK,,Male,2017-06-25,2017-07-23,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-23,"1900 SAINT LOUIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,UNDRAGE/WT,33.7916894,-118.1665616,Alive on Intake,TRUE,0,"{'lon': -118.1665616, 'lat': 33.7916894}"
A650367,*NANA,DOG,TAN,,Spayed,,2020-11-04,NORMAL,OWNER SURRENDER,OTC,MOVE,2020-12-04,"1900 SAN FRANSICO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.791689,-118.2034938,Alive on Intake,FALSE,1,"{'lon': -118.2034938, 'lat': 33.791689}"
A625991,YOSHI,DOG,WHITE,TAN,Male,2014-05-08,2019-05-08,NORMAL,OWNER SURRENDER,OTC,,2019-05-08,"1900 SHERRY LN, SANTA ANA, CA 92705",OUT OF AREA,TRANSFER,SPCALA,33.7613253,-117.8416907,Alive on Intake,FALSE,1,"{'lon': -117.8416907, 'lat': 33.7613253}"
A615703,ROXY,DOG,TAN,,Female,2005-10-06,2018-10-05,NORMAL,STRAY,OTC,,2018-10-06,"1900 SHIPWAY AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7903574,-118.0950634,Alive on Intake,FALSE,1,"{'lon': -118.0950634, 'lat': 33.7903574}"
A636347,*PEACHES,DOG,BLACK,WHITE,Female,2012-11-17,2019-11-17,NORMAL,STRAY,OTC,,2020-02-29,"1900 SOUTH ST, LONG BEACH, CA 90805",DISTRICT9,TRANSFER,SPCALA,33.8598332,-118.1693133,Alive on Intake,FALSE,1,"{'lon': -118.1693133, 'lat': 33.8598332}"
A585181,JACK,DOG,WHITE,,Male,2016-02-16,2017-01-28,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-01-29,"1900 STANLEY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7916727,-118.1622096,Alive on Intake,FALSE,1,"{'lon': -118.1622096, 'lat': 33.7916727}"
A699017,,WILD,PINK,,Unknown,,2023-05-18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-05-18,"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,UNDRAGE/WT,33.7919712,-118.1586484,Alive on Intake,TRUE,0,"{'lon': -118.1586484, 'lat': 33.7919712}"
A699014,,WILD,PINK,,Unknown,,2023-05-18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-05-18,"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,UNDRAGE/WT,33.7919712,-118.1586484,Alive on Intake,TRUE,0,"{'lon': -118.1586484, 'lat': 33.7919712}"
A699020,,WILD,PINK,,Unknown,,2023-05-18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-05-18,"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,UNDRAGE/WT,33.7919712,-118.1586484,Alive on Intake,TRUE,0,"{'lon': -118.1586484, 'lat': 33.7919712}"
A699019,,WILD,PINK,,Unknown,,2023-05-18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-05-18,"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,UNDRAGE/WT,33.7919712,-118.1586484,Alive on Intake,TRUE,0,"{'lon': -118.1586484, 'lat': 33.7919712}"
A681799,*TYRION LANNISTER,CAT,BRN TABBY,WHITE,Neutered,2022-02-11,2022-08-11,INJURED  MILD,STRAY,OTC,,2022-09-25,"1900 W CANTON ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.8108043,-118.2177014,Alive on Intake,FALSE,1,"{'lon': -118.2177014, 'lat': 33.8108043}"
A614316,AVERY,DOG,BLACK,GRAY,Spayed,2013-09-08,2018-09-08,NORMAL,STRAY,FIELD,,2018-09-26,"1900 W JEANETTE PL, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,33.8076519,-118.2177794,Alive on Intake,FALSE,1,"{'lon': -118.2177794, 'lat': 33.8076519}"
A626593,,CAT,CALICO,,Unknown,2019-02-18,2019-05-18,FRACTIOUS,STRAY,OTC,,2019-05-26,"19000 ALIDA AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL MODERA,33.8528787,-118.0774022,Alive on Intake,TRUE,0,"{'lon': -118.0774022, 'lat': 33.8528787}"
A626303,,CAT,ORG TABBY,WHITE,Unknown,2019-04-01,2019-05-12,UNDER AGE/WEIGHT,STRAY,TRAP,,2019-05-13,"19000 BLK ALIDA AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,FNDANIFOUN,33.8528787,-118.0774022,Alive on Intake,FALSE,1,"{'lon': -118.0774022, 'lat': 33.8528787}"
A628982,DUSTY,CAT,GRAY,,Neutered,2005-06-27,2019-06-27,NORMAL,OWNER SURRENDER,OTC,MOVE,2019-07-05,"19000 BLK ALLINGHAM AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8577446,-118.0988196,Alive on Intake,FALSE,1,"{'lon': -118.0988196, 'lat': 33.8577446}"
A710104,,CAT,SEAL PT,,Male,2023-10-16,2023-11-09,UNDER AGE/WEIGHT,STRAY,OTC,,2023-11-09,19000 BLK BENFIELD AVE CERRITOS CA 90703,CERRITOS,EUTHANASIA,ILL SEVERE,33.8571474,-118.0981187,Alive on Intake,TRUE,0,"{'lon': -118.0981187, 'lat': 33.8571474}"
A701537,*BEE,DOG,BLACK,,Female,2023-03-23,2023-06-23,ILL MILD,OWNER SURRENDER,OTC,,2023-06-25,19000 BLK BLOOMFIELD AVE CERRITOS 90703,CERRITOS,ADOPTION,,33.8577462,-118.06323,Alive on Intake,FALSE,1,"{'lon': -118.06323, 'lat': 33.8577462}"
A714419,*KEVIN,DOG,BLACK,,Neutered,2023-02-03,2024-02-03,I/I REPORT,STRAY,OTC,,2024-02-16,19000 BLK BLOOMFIELD AVE CERRITOS CA 90703,CERRITOS,ADOPTION,WEB,33.8577462,-118.06323,Alive on Intake,FALSE,1,"{'lon': -118.06323, 'lat': 33.8577462}"
A673470,*HARUHI,CAT,BLACK,WHITE,Female,2022-03-23,2022-04-23,UNDER AGE/WEIGHT,STRAY,OTC,,2022-06-09,"19000 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",LONG BEACH,RESCUE,CATPAWS,33.8577462,-118.06323,Alive on Intake,FALSE,1,"{'lon': -118.06323, 'lat': 33.8577462}"
A635359,KESHA,DOG,GOLD,BROWN,Spayed,2016-10-25,2019-10-25,NORMAL,OWNER SURRENDER,OTC,ABANDON,2019-11-01,"19000 BLK ELMIRA CT, CERRITOS, CA 90703",CERRITOS,RESCUE,DOGWOBDR,33.8544092,-118.094258,Alive on Intake,FALSE,1,"{'lon': -118.094258, 'lat': 33.8544092}"
A638109,*MEULER,CAT,BRN TABBY,,Spayed,2017-01-03,2020-01-03,NORMAL,STRAY,OTC,,2020-01-18,19000 BLK FAGAN AVE CERRITOS CA 90703,CERRITOS,ADOPTION,WALKIN,33.8493466,-118.0727151,Alive on Intake,FALSE,1,"{'lon': -118.0727151, 'lat': 33.8493466}"
A626624,,CAT,CALICO,,Female,2019-05-10,2019-05-18,UNDER AGE/WEIGHT,STRAY,TRAP,,2019-06-09,"19000 BLK FAGAN CT, CERRITOS, CA 90703",CERRITOS,DIED,IN KENNEL,33.8566058,-118.0728249,Alive on Intake,TRUE,0,"{'lon': -118.0728249, 'lat': 33.8566058}"
A626626,,CAT,CRM TABBY,,Male,2019-05-10,2019-05-18,UNDER AGE/WEIGHT,STRAY,TRAP,,2019-05-29,"19000 BLK FAGAN CT, CERRITOS, CA 90703",CERRITOS,DIED,IN KENNEL,33.8566058,-118.0728249,Alive on Intake,TRUE,0,"{'lon': -118.0728249, 'lat': 33.8566058}"
A631647,,CAT,TORTIE,,Female,2019-06-10,2019-08-10,NORMAL,STRAY,OTC,,2019-09-06,"19000 BLK GEORGINA CIR, CERRITOS, CA 90703",LONG BEACH,RESCUE,LITTLEPAWS,33.8529966,-118.0815098,Alive on Intake,FALSE,1,"{'lon': -118.0815098, 'lat': 33.8529966}"
A720734,*SHRIMP,CAT,ORG TABBY,,Neutered,2024-04-01,2024-05-12,UNDER AGE/WEIGHT,STRAY,OTC,,2024-06-11,19000 BLK HORST AVE CERRITOS CA 90703,CERRITOS,RESCUE,LITTLELION,33.858243,-118.0747467,Alive on Intake,FALSE,1,"{'lon': -118.0747467, 'lat': 33.858243}"
A590440,,CAT,BRN TABBY,WHITE,Female,2017-03-18,2017-05-18,NORMAL,STRAY,OTC,,2017-05-26,"19000 BLK IBEX AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,33.8582345,-118.0738803,Alive on Intake,FALSE,1,"{'lon': -118.0738803, 'lat': 33.8582345}"
A704806,(STRAWBERRY) AKA *TURQUOISE,DOG,TRICOLOR,,Female,2023-05-16,2025-01-06,BEHAVIOR  MILD,OWNER SURRENDER,FIELD,AGG ANIMAL,2025-01-16,"19000 BLK PIONEER BLVD, CERRITOS, CA, 90703",CERRITOS,EUTHANASIA,BEH MODERA,33.8584162,-118.0821256,Alive on Intake,TRUE,0,"{'lon': -118.0821256, 'lat': 33.8584162}"
A616891,,CAT,BLACK,WHITE,Male,2018-09-15,2018-10-31,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,MOVE,2018-11-03,"19000 BLK SEQUOIA AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,33.8543616,-118.0682701,Alive on Intake,FALSE,1,"{'lon': -118.0682701, 'lat': 33.8543616}"
A616892,,CAT,WHITE,BROWN,Male,2018-09-15,2018-10-31,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,MOVE,2018-11-03,"19000 BLK SEQUOIA AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,33.8543616,-118.0682701,Alive on Intake,FALSE,1,"{'lon': -118.0682701, 'lat': 33.8543616}"
A700174,*SOLAR,CAT,GRAY TABBY,WHITE,Female,2023-04-13,2023-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-25,19000 BLK SHERYL AVE CERRITOS 90703,CERRITOS,TRANSFER,SPCALA,33.8566503,-118.0878275,Alive on Intake,FALSE,1,"{'lon': -118.0878275, 'lat': 33.8566503}"
A700153,*CHIP,CAT,WHITE,BLACK,Male,2023-04-15,2023-06-03,NORMAL,STRAY,OTC,,2023-06-10,19000 BLK SHERYL AVE CERRITOS 90703,CERRITOS,ADOPTION,,33.8566503,-118.0878275,Alive on Intake,FALSE,1,"{'lon': -118.0878275, 'lat': 33.8566503}"
A588575,RIVER,DOG,BROWN,WHITE,Neutered,2016-11-24,2018-12-26,NORMAL,STRAY,OTC,,2018-12-27,"19000 BLK STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,FRE RID HM,33.8582727,-118.0996622,Alive on Intake,FALSE,1,"{'lon': -118.0996622, 'lat': 33.8582727}"
A718606,*SCRABBLE,DOG,WHITE,,Male,2012-04-14,2024-04-13,ILL MILD,STRAY,OTC,,2024-04-19,19000 BLK STUDEBAKER ROAD CERRITOS CA 90703,LONG BEACH,RESCUE,,33.8582727,-118.0996622,Alive on Intake,FALSE,1,"{'lon': -118.0996622, 'lat': 33.8582727}"
A698094,*VANILLA,CAT,WHITE,GRAY,Neutered,2023-04-04,2023-05-03,NORMAL,OWNER SURRENDER,OTC,,2023-05-07,19000 BLK TERESA WAY CER 90703,CERRITOS,RESCUE,LITTLEPAWS,33.8580998,-118.0656839,Alive on Intake,FALSE,1,"{'lon': -118.0656839, 'lat': 33.8580998}"
A698093,*INDIGO,CAT,BLACK,,Spayed,2023-04-04,2023-05-03,I/I REPORT,OWNER SURRENDER,OTC,,2023-05-07,19000 BLK TERESA WAY CER 90703,CERRITOS,RESCUE,LITTLEPAWS,33.8580998,-118.0656839,Alive on Intake,FALSE,1,"{'lon': -118.0656839, 'lat': 33.8580998}"
A727013,*OLIVEOIL,CAT,BLACK,,Female,2024-07-16,2024-08-16,INJURED  MILD,STRAY,FIELD,,2024-09-02,19000 PIONEER,CERRITOS,RESCUE,LITTLELION,33.8583483,-118.0647871,Alive on Intake,FALSE,1,"{'lon': -118.0647871, 'lat': 33.8583483}"
A593819,LOCA,DOG,WHITE,,Female,2016-07-19,2017-07-19,NORMAL,STRAY,FIELD,,2017-07-22,"19000 PIONEER BLVD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8583892,-118.0821275,Alive on Intake,FALSE,1,"{'lon': -118.0821275, 'lat': 33.8583892}"
A589410,*ALICE,DOG,BLACK,WHITE,Female,2009-04-28,2017-04-28,AGED,STRAY,FIELD,,2017-05-15,"19000 S PIONEER BLVD, CERRITOS, CA 90703",CERRITOS,RESCUE,STRAYCATAL,33.8583892,-118.0821275,Alive on Intake,FALSE,1,"{'lon': -118.0821275, 'lat': 33.8583892}"
A669664,HENRY JOSEPH,CAT,WHITE,BLACK,Neutered,2019-01-01,2022-01-23,INJURED  MILD,STRAY,FIELD,,2022-01-23,"1901 GOLDEN RAIN, SEAL BEACH, CA 90740",SEAL BEACH,RETURN TO OWNER,FRE RID HM,33.7674007,-118.0785691,Alive on Intake,FALSE,1,"{'lon': -118.0785691, 'lat': 33.7674007}"
A657241,*CASPIAN,CAT,BRN TABBY,,Male,2021-04-25,2021-05-09,NORMAL,OWNER SURRENDER,FIELD,,2021-06-09,"190O BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.7693203,-118.1950692,Alive on Intake,FALSE,1,"{'lon': -118.1950692, 'lat': 33.7693203}"
A596913,BISCUIT,DOG,TRICOLOR,,Spayed,2017-04-01,2022-06-27,NORMAL,STRAY,FIELD,,2022-06-27,"19100 ALPHINGTON AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,FRE RID HM,33.8585394,-118.0588552,Alive on Intake,FALSE,1,"{'lon': -118.0588552, 'lat': 33.8585394}"
A650409,,WILD,BROWN,,Unknown,,2020-10-23,INJURED  MODERATE,WILDLIFE,FIELD,,2020-10-23,"19100 BECHARD AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,33.8576174,-118.0619126,Alive on Intake,FALSE,1,"{'lon': -118.0619126, 'lat': 33.8576174}"
A679495,*MILKY WAY,CAT,GRAY,WHITE,Spayed,2022-07-08,2022-07-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-08-20,"19100 BENFIELD AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8571474,-118.0981187,Alive on Intake,FALSE,1,"{'lon': -118.0981187, 'lat': 33.8571474}"
A679498,*SNICKERS,CAT,BLACK,WHITE,Neutered,2022-07-08,2022-07-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-08-23,"19100 BENFIELD AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8571474,-118.0981187,Alive on Intake,FALSE,1,"{'lon': -118.0981187, 'lat': 33.8571474}"
A699678,*MISTY,CAT,GRAY TABBY,WHITE,Spayed,2023-04-28,2023-05-28,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-23,19100 BLK PIONEER BLVD CER CA 90703,CERRITOS,ADOPTION,,33.8571867,-118.0816364,Alive on Intake,FALSE,1,"{'lon': -118.0816364, 'lat': 33.8571867}"
A690762,*OJ,CAT,ORANGE,,Male,2022-10-18,2022-12-18,ILL MODERATETE,STRAY,OTC,,2023-02-16,"19100 BLK PIONEER BLVD, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,33.8571867,-118.0816364,Alive on Intake,FALSE,1,"{'lon': -118.0816364, 'lat': 33.8571867}"
A627446,,WILD,GRAY,WHITE,Unknown,,2019-06-01,INJURED  SEVERE,WILDLIFE,FIELD,,2019-06-01,"1919 N LAKEWOOD BLVD, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7917629,-118.1432528,Alive on Intake,FALSE,1,"{'lon': -118.1432528, 'lat': 33.7917629}"
A716135,*PRINGLES,DOG,CREAM,BROWN,Neutered,2023-11-02,2024-03-02,NORMAL,STRAY,OTC,,2024-03-30,"1920 E WILLOW ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.8040354,-118.1679914,Alive on Intake,FALSE,1,"{'lon': -118.1679914, 'lat': 33.8040354}"
A612668,,CAT,TORTIE,,Unknown,2015-08-10,2018-08-10,INJURED  SEVERE,STRAY,FIELD,,2018-08-10,"19200 ALBERT AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,AT VET,33.8561251,-118.0789545,Alive on Intake,TRUE,0,"{'lon': -118.0789545, 'lat': 33.8561251}"
A626834,,CAT,SL LYNX PT,,Female,2019-04-11,2019-05-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-06-01,"19200 ALLINGHAM AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8558051,-118.0987334,Alive on Intake,FALSE,1,"{'lon': -118.0987334, 'lat': 33.8558051}"
A626787,,CAT,BLACK,,Female,2019-04-10,2019-05-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-06-01,"19200 ALLINGHAM AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8558051,-118.0987334,Alive on Intake,FALSE,1,"{'lon': -118.0987334, 'lat': 33.8558051}"
A591986,*FERGIE,DOG,WHITE,TAN,Spayed,2007-06-16,2017-06-16,NORMAL,STRAY,OTC,,2017-08-16,"19200 BLK ALLINGHAM AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LIVELOVE,33.8558051,-118.0987334,Alive on Intake,FALSE,1,"{'lon': -118.0987334, 'lat': 33.8558051}"
A669820,,DOG,BLACK,,Male,2010-01-28,2022-01-28,AGED,STRAY,FIELD,,2022-02-01,"19200 BLK MADEIRA CT, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,33.8564251,-118.0512507,Alive on Intake,TRUE,0,"{'lon': -118.0512507, 'lat': 33.8564251}"
A709533,*HAGGIS,CAT,GRAY,WHITE,Neutered,2023-10-14,2023-10-29,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-12-14,19200 BLK STUDEBAKER RD,LONG BEACH,ADOPTION,,33.8550492,-118.0996162,Alive on Intake,FALSE,1,"{'lon': -118.0996162, 'lat': 33.8550492}"
